member_number,last_purchase,first_purchase,frequency,monetary,total_items,recency,tenure_days,AOV,avg_items_per_order,R_score,F_score,M_score,RFM_code,Segment
1261,2015-05-21,2014-10-06,2,47.050000000000004,15,224,227,23.525000000000002,7.5,2,1,2,212,Khác
1262,2014-07-22,2014-07-12,2,46.6,14,527,10,23.3,7.0,1,1,2,112,Khác
1263,2014-10-19,2014-05-11,2,39.8,10,438,161,19.9,5.0,1,1,2,112,Khác
1264,2015-12-07,2014-12-11,6,145.0,38,24,361,24.166666666666668,6.333333333333333,5,5,5,555,VIP
1265,2015-10-03,2014-02-01,7,279.99,54,89,609,39.99857142857143,7.714285714285714,4,5,5,455,VIP
1266,2014-08-27,2014-08-27,1,10.8,5,491,0,10.8,5.0,1,1,1,111,Vãng lai
1267,2014-05-15,2014-05-15,1,15.0,6,595,0,15.0,6.0,1,1,1,111,Vãng lai
1268,2014-10-19,2014-01-30,4,57.8,17,438,262,14.45,4.25,1,3,2,132,Nguy cơ
1269,2015-09-30,2014-04-14,5,123.62,21,92,534,24.724,4.2,4,4,4,444,VIP
1270,2015-04-25,2014-07-12,3,67.06,14,250,287,22.353333333333335,4.666666666666667,2,2,3,223,Khác
1272,2014-07-27,2014-07-27,1,28.8,3,522,0,28.8,3.0,1,1,1,111,Vãng lai
1273,2015-05-04,2015-01-31,2,24.6,8,241,93,12.3,4.0,2,1,1,211,Vãng lai
1274,2014-07-10,2014-04-25,3,63.879999999999995,13,539,76,21.293333333333333,4.333333333333333,1,2,3,123,Khác
1275,2015-10-18,2014-01-18,10,152.56,47,74,638,15.256,4.7,4,5,5,455,VIP
1276,2015-11-23,2014-06-07,5,101.5,30,38,534,20.3,6.0,5,4,4,544,VIP
1277,2015-12-01,2014-01-25,5,108.21,33,30,675,21.642,6.6,5,4,4,544,VIP
1278,2015-12-09,2014-01-24,4,95.2,26,22,684,23.8,6.5,5,3,4,534,Trung thành
1279,2015-09-10,2014-02-13,6,112.9,34,112,574,18.816666666666666,5.666666666666667,3,5,4,354,Trung thành
1280,2015-08-12,2014-03-20,4,47.099999999999994,13,141,510,11.774999999999999,3.25,3,3,2,332,Trung thành
1281,2015-06-02,2014-07-28,3,91.89999999999999,16,212,309,30.63333333333333,5.333333333333333,2,2,4,224,Khác
1282,2015-11-18,2014-03-06,5,40.7,20,43,622,8.14,4.0,5,4,2,542,Trung thành
1283,2015-11-13,2014-02-09,7,144.7,34,48,642,20.67142857142857,4.857142857142857,4,5,5,455,VIP
1284,2014-09-01,2014-06-26,2,25.6,11,486,67,12.8,5.5,1,1,1,111,Vãng lai
1285,2015-07-21,2014-01-08,5,107.4,28,163,559,21.48,5.6,3,4,4,344,Trung thành
1286,2015-08-12,2014-04-26,7,124.45,28,141,473,17.77857142857143,4.0,3,5,4,354,Trung thành
1287,2015-08-28,2014-07-08,5,180.92000000000002,37,125,416,36.184000000000005,7.4,3,4,5,345,Trung thành
1288,2014-09-28,2014-08-20,2,92.68,16,459,39,46.34,8.0,1,1,4,114,Khác
1289,2015-11-08,2014-05-09,4,125.89999999999999,25,53,548,31.474999999999998,6.25,4,3,4,434,Trung thành
1290,2015-09-22,2014-02-18,3,107.5,24,100,581,35.833333333333336,8.0,4,2,4,424,Khác
1291,2015-03-20,2014-08-01,4,55.0,23,286,231,13.75,5.75,2,3,2,232,Nguy cơ
1292,2015-10-24,2015-07-05,2,22.7,9,68,111,11.35,4.5,4,1,1,411,Vãng lai
1293,2015-10-26,2014-08-16,4,93.46000000000001,22,66,436,23.365000000000002,5.5,4,3,4,434,Trung thành
1294,2014-12-22,2014-06-24,5,120.4,23,374,181,24.080000000000002,4.6,1,4,4,144,Nguy cơ
1295,2015-07-23,2014-03-13,3,62.35,19,161,497,20.783333333333335,6.333333333333333,3,2,3,323,Khác
1296,2015-11-23,2014-02-24,6,154.34,35,38,637,25.723333333333333,5.833333333333333,5,5,5,555,VIP
1297,2014-12-13,2014-01-31,4,108.15,15,383,316,27.0375,3.75,1,3,4,134,Nguy cơ
1298,2015-07-27,2014-07-26,3,60.8,19,157,366,20.266666666666666,6.333333333333333,3,2,2,322,Khác
1299,2015-06-03,2014-02-23,3,23.1,18,211,465,7.7,6.0,2,2,1,221,Khác
1300,2014-09-04,2014-09-04,1,21.0,5,483,0,21.0,5.0,1,1,1,111,Vãng lai
1301,2015-11-03,2014-01-30,3,54.0,12,58,642,18.0,4.0,4,2,2,422,Khác
1302,2015-09-29,2014-11-22,4,56.96,21,93,311,14.24,5.25,4,3,2,432,Trung thành
1303,2015-09-08,2014-09-27,5,82.0,32,114,346,16.4,6.4,3,4,3,343,Trung thành
1304,2015-08-17,2014-06-07,3,68.5,16,136,436,22.833333333333332,5.333333333333333,3,2,3,323,Khác
1305,2015-05-24,2014-07-26,3,114.3,27,221,302,38.1,9.0,2,2,4,224,Khác
1306,2015-11-20,2015-01-08,3,58.19,19,41,316,19.396666666666665,6.333333333333333,5,2,2,522,Mới
1307,2015-06-22,2014-08-29,5,66.7,26,192,297,13.34,5.2,2,4,3,243,Nguy cơ
1308,2015-03-14,2014-01-11,4,89.4,17,292,427,22.35,4.25,2,3,4,234,Nguy cơ
1309,2015-04-01,2014-04-20,5,88.35,21,274,346,17.669999999999998,4.2,2,4,4,244,Nguy cơ
1310,2014-11-22,2014-04-13,2,12.4,6,404,223,6.2,3.0,1,1,1,111,Vãng lai
1311,2015-06-29,2014-01-14,3,79.5,16,185,531,26.5,5.333333333333333,3,2,3,323,Khác
1312,2015-05-18,2014-09-02,6,197.8,33,227,258,32.96666666666667,5.5,2,5,5,255,Nguy cơ
1313,2015-12-25,2015-12-25,1,17.3,4,6,0,17.3,4.0,5,1,1,511,Mới
1314,2014-09-05,2014-09-05,1,2.9000000000000004,2,482,0,2.9000000000000004,2.0,1,1,1,111,Vãng lai
1315,2015-11-07,2014-12-11,3,82.0,12,54,331,27.333333333333332,4.0,4,2,3,423,Khác
1316,2015-03-26,2014-01-17,3,49.60000000000001,12,280,433,16.533333333333335,4.0,2,2,2,222,Khác
1317,2014-07-26,2014-05-19,3,32.54,13,523,68,10.846666666666666,4.333333333333333,1,2,1,121,Khác
1318,2015-09-26,2014-02-15,2,51.3,14,96,588,25.65,7.0,4,1,2,412,Khác
1319,2015-08-18,2015-01-10,3,63.8,14,135,220,21.266666666666666,4.666666666666667,3,2,3,323,Khác
1320,2015-01-19,2014-01-07,4,90.72,20,346,377,22.68,5.0,1,3,4,134,Nguy cơ
1321,2015-04-13,2014-07-11,2,14.600000000000001,11,262,276,7.300000000000001,5.5,2,1,1,211,Vãng lai
1322,2015-10-19,2014-12-11,4,140.64000000000001,34,73,312,35.160000000000004,8.5,4,3,5,435,Trung thành
1323,2015-11-03,2014-06-18,3,39.1,9,58,503,13.033333333333333,3.0,4,2,2,422,Khác
1324,2015-12-27,2015-01-24,5,179.20000000000002,33,4,337,35.84,6.6,5,4,5,545,VIP
1325,2015-05-26,2014-03-29,3,80.3,14,219,423,26.766666666666666,4.666666666666667,2,2,3,223,Khác
1326,2015-11-09,2015-02-07,3,103.80000000000001,24,52,275,34.6,8.0,4,2,4,424,Khác
1327,2015-08-09,2014-03-08,8,136.92,34,144,519,17.115,4.25,3,5,5,355,Trung thành
1328,2015-03-24,2014-06-06,3,88.82,16,282,291,29.606666666666666,5.333333333333333,2,2,4,224,Khác
1329,2015-05-23,2014-01-29,5,146.60000000000002,31,222,479,29.320000000000004,6.2,2,4,5,245,Nguy cơ
1330,2015-11-02,2014-02-11,4,118.4,23,59,629,29.6,5.75,4,3,4,434,Trung thành
1331,2015-11-29,2014-04-06,4,61.75,20,32,602,15.4375,5.0,5,3,2,532,Trung thành
1332,2015-12-02,2014-04-18,5,64.10000000000001,26,29,593,12.820000000000002,5.2,5,4,3,543,Trung thành
1333,2015-09-22,2014-06-26,6,145.5,33,100,453,24.25,5.5,4,5,5,455,VIP
1334,2015-06-07,2015-03-07,2,27.0,10,207,92,13.5,5.0,2,1,1,211,Vãng lai
1335,2015-10-18,2014-01-03,4,94.45,21,74,653,23.6125,5.25,4,3,4,434,Trung thành
1336,2015-04-04,2014-01-23,3,192.85000000000002,22,271,436,64.28333333333335,7.333333333333333,2,2,5,225,Khác
1337,2015-12-25,2014-08-06,2,70.50000000000001,8,6,506,35.25000000000001,4.0,5,1,3,513,Mới
1338,2014-08-11,2014-04-03,2,25.1,6,507,130,12.55,3.0,1,1,1,111,Vãng lai
1339,2015-11-28,2014-01-03,5,76.7,27,33,694,15.34,5.4,5,4,3,543,Trung thành
1340,2015-11-18,2014-03-29,6,82.7,34,43,599,13.783333333333333,5.666666666666667,5,5,3,553,Trung thành
1341,2015-10-30,2014-04-21,4,139.4,27,62,557,34.85,6.75,4,3,5,435,Trung thành
1342,2015-02-19,2014-02-14,5,132.04999999999998,27,315,370,26.409999999999997,5.4,2,4,5,245,Nguy cơ
1343,2015-11-01,2014-02-07,4,124.22,22,60,632,31.055,5.5,4,3,4,434,Trung thành
1344,2015-09-04,2014-01-28,2,25.5,10,118,584,12.75,5.0,3,1,1,311,Vãng lai
1345,2015-07-21,2014-04-08,3,78.36000000000001,22,163,469,26.120000000000005,7.333333333333333,3,2,3,323,Khác
1346,2015-05-08,2014-04-09,3,59.7,15,237,394,19.900000000000002,5.0,2,2,2,222,Khác
1347,2015-09-15,2014-07-22,4,118.19999999999999,26,107,420,29.549999999999997,6.5,3,3,4,334,Trung thành
1348,2015-09-17,2015-06-13,2,58.0,9,105,96,29.0,4.5,4,1,2,412,Khác
1349,2015-12-13,2014-12-13,4,77.52,20,18,365,19.38,5.0,5,3,3,533,Trung thành
1350,2014-09-03,2014-02-19,2,19.200000000000003,10,484,196,9.600000000000001,5.0,1,1,1,111,Vãng lai
1351,2015-02-26,2014-01-15,2,63.099999999999994,11,308,407,31.549999999999997,5.5,2,1,3,213,Khác
1352,2014-03-03,2014-03-03,1,24.4,5,668,0,24.4,5.0,1,1,1,111,Vãng lai
1353,2015-02-09,2014-06-25,6,235.4,43,325,229,39.233333333333334,7.166666666666667,1,5,5,155,Nguy cơ
1354,2015-12-01,2014-03-17,5,74.95,26,30,624,14.99,5.2,5,4,3,543,Trung thành
1355,2015-09-19,2014-03-29,5,92.7,27,103,539,18.54,5.4,4,4,4,444,VIP
1356,2015-09-08,2014-08-17,4,131.44,20,114,387,32.86,5.0,3,3,5,335,Trung thành
1357,2015-09-06,2015-04-10,3,24.3,10,116,149,8.1,3.3333333333333335,3,2,1,321,Khác
1358,2015-12-29,2014-10-16,4,98.4,24,2,439,24.6,6.0,5,3,4,534,Trung thành
1359,2014-05-29,2014-05-29,1,46.4,10,581,0,46.4,10.0,1,1,2,112,Khác
1360,2015-12-16,2014-01-17,5,195.2,34,15,698,39.04,6.8,5,4,5,545,VIP
1361,2015-09-08,2014-09-03,7,100.9,35,114,370,14.414285714285715,5.0,3,5,4,354,Trung thành
1362,2015-10-06,2014-01-03,2,62.7,11,86,641,31.35,5.5,4,1,3,413,Khác
1363,2015-10-14,2014-07-21,5,96.6,31,78,450,19.32,6.2,4,4,4,444,VIP
1364,2015-07-31,2014-01-07,4,35.4,17,153,570,8.85,4.25,3,3,1,331,Trung thành
1365,2015-11-02,2014-02-01,6,62.5,28,59,639,10.416666666666666,4.666666666666667,4,5,3,453,Trung thành
1366,2015-11-29,2014-02-19,6,224.10000000000002,46,32,648,37.35,7.666666666666667,5,5,5,555,VIP
1367,2015-08-05,2014-01-31,2,70.89999999999999,10,148,551,35.449999999999996,5.0,3,1,3,313,Khác
1368,2015-07-15,2015-07-15,1,33.9,3,169,0,33.9,3.0,3,1,1,311,Vãng lai
1369,2014-12-01,2014-02-08,3,23.6,14,395,296,7.866666666666667,4.666666666666667,1,2,1,121,Khác
1370,2015-07-05,2014-09-09,3,61.1,21,179,299,20.366666666666667,7.0,3,2,2,322,Khác
1371,2015-05-11,2014-08-17,3,90.3,14,234,267,30.099999999999998,4.666666666666667,2,2,4,224,Khác
1372,2015-06-25,2014-05-04,3,97.30000000000001,22,189,417,32.43333333333334,7.333333333333333,3,2,4,324,Khác
1373,2015-07-19,2014-04-28,3,153.4,32,165,447,51.13333333333333,10.666666666666666,3,2,5,325,Khác
1374,2015-08-05,2014-09-01,4,33.199999999999996,18,148,338,8.299999999999999,4.5,3,3,1,331,Trung thành
1375,2015-10-11,2015-10-11,1,7.2,3,81,0,7.2,3.0,4,1,1,411,Vãng lai
1376,2015-06-30,2014-04-02,3,37.58,13,184,454,12.526666666666666,4.333333333333333,3,2,2,322,Khác
1377,2015-03-14,2014-12-11,3,92.9,21,292,93,30.96666666666667,7.0,2,2,4,224,Khác
1378,2015-10-12,2014-12-10,2,52.5,8,80,306,26.25,4.0,4,1,2,412,Khác
1379,2015-07-13,2014-02-27,11,217.85000000000002,57,171,501,19.80454545454546,5.181818181818182,3,5,5,355,Trung thành
1380,2015-11-21,2014-04-22,5,101.1,22,40,578,20.22,4.4,5,4,4,544,VIP
1381,2015-03-23,2014-01-01,5,104.75,33,283,446,20.95,6.6,2,4,4,244,Nguy cơ
1382,2015-09-29,2014-05-08,3,43.0,10,93,509,14.333333333333334,3.3333333333333335,4,2,2,422,Khác
1383,2015-02-23,2014-03-24,3,41.0,11,311,336,13.666666666666666,3.6666666666666665,2,2,2,222,Khác
1384,2015-12-19,2014-01-24,7,86.6,31,12,694,12.37142857142857,4.428571428571429,5,5,3,553,Trung thành
1385,2015-11-26,2014-02-27,5,164.70000000000002,29,35,637,32.940000000000005,5.8,5,4,5,545,VIP
1386,2015-07-31,2014-09-19,3,54.8,11,153,315,18.266666666666666,3.6666666666666665,3,2,2,322,Khác
1387,2014-05-31,2014-03-31,2,47.46,14,579,61,23.73,7.0,1,1,2,112,Khác
1388,2015-04-03,2014-05-08,3,44.2,13,272,330,14.733333333333334,4.333333333333333,2,2,2,222,Khác
1389,2015-02-18,2014-04-29,3,36.3,11,316,295,12.1,3.6666666666666665,2,2,1,221,Khác
1390,2015-03-02,2014-07-31,3,99.87,18,304,214,33.29,6.0,2,2,4,224,Khác
1391,2015-08-21,2014-01-30,6,97.4,23,132,568,16.233333333333334,3.8333333333333335,3,5,4,354,Trung thành
1392,2015-04-20,2014-08-15,3,85.9,11,255,248,28.633333333333336,3.6666666666666665,2,2,3,223,Khác
1393,2014-08-26,2014-06-25,3,44.15,11,492,62,14.716666666666667,3.6666666666666665,1,2,2,122,Khác
1394,2015-05-24,2015-02-14,2,56.1,11,221,99,28.05,5.5,2,1,2,212,Khác
1395,2015-10-12,2014-05-20,8,174.64000000000001,46,80,510,21.830000000000002,5.75,4,5,5,455,VIP
1396,2015-07-22,2014-12-03,2,106.52000000000001,17,162,231,53.260000000000005,8.5,3,1,4,314,Khác
1397,2015-12-21,2015-12-21,1,11.8,4,10,0,11.8,4.0,5,1,1,511,Mới
1398,2015-04-15,2014-08-23,2,86.51,16,260,235,43.255,8.0,2,1,3,213,Khác
1399,2014-12-10,2014-02-06,4,80.1,15,386,307,20.025,3.75,1,3,3,133,Nguy cơ
1400,2014-10-11,2014-10-11,1,7.800000000000001,5,446,0,7.800000000000001,5.0,1,1,1,111,Vãng lai
1401,2015-05-29,2015-01-27,2,13.600000000000001,8,216,122,6.800000000000001,4.0,2,1,1,211,Vãng lai
1402,2014-10-14,2014-10-14,1,17.8,8,443,0,17.8,8.0,1,1,1,111,Vãng lai
1403,2015-05-16,2014-01-11,4,68.4,19,229,490,17.1,4.75,2,3,3,233,Nguy cơ
1404,2015-05-03,2014-01-26,5,159.5,36,242,462,31.9,7.2,2,4,5,245,Nguy cơ
1405,2015-02-28,2014-05-14,2,45.2,11,306,290,22.6,5.5,2,1,2,212,Khác
1406,2015-12-28,2015-03-23,2,102.2,21,3,280,51.1,10.5,5,1,4,514,Mới
1407,2015-07-29,2014-07-15,6,245.04999999999998,43,155,379,40.84166666666666,7.166666666666667,3,5,5,355,Trung thành
1408,2015-07-23,2014-01-09,3,31.900000000000002,13,161,560,10.633333333333335,4.333333333333333,3,2,1,321,Khác
1409,2015-07-28,2015-02-17,3,37.06,12,156,161,12.353333333333333,4.0,3,2,2,322,Khác
1410,2015-11-08,2014-01-06,10,184.45,49,53,671,18.445,4.9,4,5,5,455,VIP
1411,2015-02-20,2014-04-15,2,70.32000000000001,8,314,311,35.160000000000004,4.0,2,1,3,213,Khác
1412,2015-11-16,2014-06-20,4,86.27,25,45,514,21.5675,6.25,5,3,3,533,Trung thành
1413,2014-12-14,2014-07-14,3,63.8,15,382,153,21.266666666666666,5.0,1,2,3,123,Khác
1414,2015-05-24,2015-05-24,1,3.4000000000000004,3,221,0,3.4000000000000004,3.0,2,1,1,211,Vãng lai
1415,2014-12-28,2014-01-05,2,10.8,5,368,357,5.4,2.5,1,1,1,111,Vãng lai
1416,2015-08-22,2014-03-04,6,137.70000000000002,35,131,536,22.950000000000003,5.833333333333333,3,5,5,355,Trung thành
1417,2015-09-18,2014-08-01,5,70.1,21,104,413,14.02,4.2,4,4,3,443,Trung thành
1418,2014-12-02,2014-06-21,3,38.7,13,394,164,12.9,4.333333333333333,1,2,2,122,Khác
1419,2015-04-07,2014-03-12,5,165.5,30,268,391,33.1,6.0,2,4,5,245,Nguy cơ
1420,2015-12-08,2014-03-25,4,82.35,24,23,623,20.5875,6.0,5,3,3,533,Trung thành
1421,2015-08-07,2014-08-30,4,50.120000000000005,18,146,342,12.530000000000001,4.5,3,3,2,332,Trung thành
1422,2015-10-04,2014-02-26,7,152.4,40,88,585,21.771428571428572,5.714285714285714,4,5,5,455,VIP
1423,2014-10-13,2014-02-26,2,49.46,12,444,229,24.73,6.0,1,1,2,112,Khác
1424,2015-10-09,2014-01-30,3,79.3,13,83,617,26.433333333333334,4.333333333333333,4,2,3,423,Khác
1425,2015-09-24,2014-02-06,4,44.32,19,98,595,11.08,4.75,4,3,2,432,Trung thành
1426,2015-07-08,2014-03-20,5,74.04,15,176,475,14.808000000000002,3.0,3,4,3,343,Trung thành
1427,2015-11-26,2014-02-04,6,92.4,29,35,660,15.4,4.833333333333333,5,5,4,554,VIP
1428,2015-01-18,2014-05-28,5,107.14000000000001,24,347,235,21.428000000000004,4.8,1,4,4,144,Nguy cơ
1429,2015-02-07,2014-10-19,2,31.1,12,327,111,15.55,6.0,1,1,1,111,Vãng lai
1430,2015-12-17,2014-01-12,6,203.6,36,14,704,33.93333333333333,6.0,5,5,5,555,VIP
1431,2015-11-07,2014-10-13,4,48.300000000000004,18,54,390,12.075000000000001,4.5,4,3,2,432,Trung thành
1432,2015-08-04,2014-02-18,4,96.10000000000001,22,149,532,24.025000000000002,5.5,3,3,4,334,Trung thành
1433,2014-09-22,2014-09-22,1,50.6,8,465,0,50.6,8.0,1,1,2,112,Khác
1434,2014-11-28,2014-03-27,3,49.5,16,398,246,16.5,5.333333333333333,1,2,2,122,Khác
1435,2015-04-24,2014-02-06,5,175.55,31,251,442,35.11,6.2,2,4,5,245,Nguy cơ
1436,2015-03-01,2015-03-01,1,13.49,4,305,0,13.49,4.0,2,1,1,211,Vãng lai
1437,2015-08-15,2014-03-15,2,20.05,7,138,518,10.025,3.5,3,1,1,311,Vãng lai
1438,2015-11-28,2014-01-19,6,188.94,32,33,678,31.49,5.333333333333333,5,5,5,555,VIP
1439,2015-08-13,2015-08-13,1,10.9,4,140,0,10.9,4.0,3,1,1,311,Vãng lai
1440,2015-12-06,2014-01-01,6,102.6,27,25,704,17.099999999999998,4.5,5,5,4,554,VIP
1442,2015-08-31,2014-02-28,6,88.10000000000001,26,122,549,14.683333333333335,4.333333333333333,3,5,4,354,Trung thành
1443,2015-10-09,2014-01-13,4,93.4,22,83,634,23.35,5.5,4,3,4,434,Trung thành
1444,2015-12-29,2014-03-07,6,163.32,44,2,662,27.22,7.333333333333333,5,5,5,555,VIP
1445,2014-05-02,2014-01-23,3,25.8,10,608,99,8.6,3.3333333333333335,1,2,1,121,Khác
1446,2014-09-02,2014-03-26,3,63.260000000000005,17,485,160,21.08666666666667,5.666666666666667,1,2,3,123,Khác
1447,2014-06-05,2014-06-05,1,30.0,8,574,0,30.0,8.0,1,1,1,111,Vãng lai
1448,2015-03-19,2014-07-05,2,39.1,10,287,257,19.55,5.0,2,1,2,212,Khác
1449,2015-10-03,2014-07-18,4,54.45,17,89,442,13.6125,4.25,4,3,2,432,Trung thành
1450,2015-11-16,2014-02-04,6,106.1,29,45,650,17.683333333333334,4.833333333333333,5,5,4,554,VIP
1451,2015-01-27,2014-08-28,2,54.56,12,338,152,27.28,6.0,1,1,2,112,Khác
1452,2015-11-25,2014-05-31,6,191.04,35,36,543,31.84,5.833333333333333,5,5,5,555,VIP
1453,2014-11-21,2014-03-13,2,34.8,10,405,253,17.4,5.0,1,1,1,111,Vãng lai
1454,2015-10-22,2014-01-28,4,110.69999999999999,26,70,632,27.674999999999997,6.5,4,3,4,434,Trung thành
1455,2015-03-18,2015-03-18,1,20.4,2,288,0,20.4,2.0,2,1,1,211,Vãng lai
1456,2015-11-20,2014-05-26,6,168.74,38,41,543,28.123333333333335,6.333333333333333,5,5,5,555,VIP
1457,2015-01-09,2014-04-15,6,139.39999999999998,28,356,269,23.23333333333333,4.666666666666667,1,5,5,155,Nguy cơ
1458,2015-08-24,2014-10-20,3,46.9,13,129,308,15.633333333333333,4.333333333333333,3,2,2,322,Khác
1459,2015-07-18,2015-07-18,1,32.660000000000004,7,166,0,32.660000000000004,7.0,3,1,1,311,Vãng lai
1460,2015-06-24,2014-05-07,3,163.70000000000002,21,190,413,54.56666666666667,7.0,2,2,5,225,Khác
1461,2015-12-21,2014-08-05,3,77.3,15,10,503,25.766666666666666,5.0,5,2,3,523,Mới
1462,2014-09-24,2014-01-18,2,19.7,8,463,249,9.85,4.0,1,1,1,111,Vãng lai
1463,2015-12-24,2014-11-17,3,35.1,13,7,402,11.700000000000001,4.333333333333333,5,2,1,521,Mới
1464,2015-06-03,2015-03-07,2,21.8,12,211,88,10.9,6.0,2,1,1,211,Vãng lai
1465,2015-11-09,2014-01-23,7,190.96,31,52,655,27.28,4.428571428571429,4,5,5,455,VIP
1466,2015-12-01,2014-02-03,9,209.8,51,30,666,23.311111111111114,5.666666666666667,5,5,5,555,VIP
1467,2015-08-20,2015-05-02,2,73.0,13,133,110,36.5,6.5,3,1,3,313,Khác
1468,2015-10-09,2014-02-05,6,105.24000000000001,29,83,611,17.540000000000003,4.833333333333333,4,5,4,454,VIP
1469,2014-08-28,2014-08-28,1,9.5,3,490,0,9.5,3.0,1,1,1,111,Vãng lai
1470,2014-06-11,2014-06-11,1,29.7,6,568,0,29.7,6.0,1,1,1,111,Vãng lai
1471,2014-08-21,2014-07-31,2,16.8,5,497,21,8.4,2.5,1,1,1,111,Vãng lai
1472,2015-09-19,2014-02-15,6,112.6,30,103,581,18.766666666666666,5.0,4,5,4,454,VIP
1473,2015-10-02,2014-02-27,4,93.9,14,90,582,23.475,3.5,4,3,4,434,Trung thành
1474,2015-07-29,2014-04-10,5,84.8,22,155,475,16.96,4.4,3,4,3,343,Trung thành
1475,2015-12-17,2014-03-05,4,106.93,21,14,652,26.7325,5.25,5,3,4,534,Trung thành
1476,2015-08-26,2014-01-16,6,111.84,26,127,587,18.64,4.333333333333333,3,5,4,354,Trung thành
1477,2015-11-20,2014-03-14,6,172.9,38,41,616,28.816666666666666,6.333333333333333,5,5,5,555,VIP
1478,2015-02-12,2014-04-07,4,71.2,13,322,311,17.8,3.25,2,3,3,233,Nguy cơ
1479,2015-05-15,2014-03-29,4,95.28999999999999,28,230,412,23.822499999999998,7.0,2,3,4,234,Nguy cơ
1480,2015-11-21,2014-02-04,6,114.44,24,40,655,19.073333333333334,4.0,5,5,4,554,VIP
1481,2015-06-04,2015-01-17,2,23.8,9,210,138,11.9,4.5,2,1,1,211,Vãng lai
1482,2015-11-22,2014-09-24,6,115.28,41,39,424,19.213333333333335,6.833333333333333,5,5,4,554,VIP
1483,2015-06-27,2014-01-03,8,169.22,45,187,540,21.1525,5.625,3,5,5,355,Trung thành
1484,2015-10-07,2015-02-24,3,143.6,19,85,225,47.86666666666667,6.333333333333333,4,2,5,425,Khác
1485,2015-07-12,2015-05-15,2,51.9,8,172,58,25.95,4.0,3,1,2,312,Khác
1486,2015-12-14,2014-11-30,6,115.9,30,17,379,19.316666666666666,5.0,5,5,4,554,VIP
1487,2014-11-02,2014-04-09,2,34.900000000000006,16,424,207,17.450000000000003,8.0,1,1,1,111,Vãng lai
1488,2015-11-28,2014-01-30,4,96.8,15,33,667,24.2,3.75,5,3,4,534,Trung thành
1489,2015-06-23,2014-01-06,5,60.7,24,191,533,12.14,4.8,2,4,2,242,Nguy cơ
1490,2015-10-04,2014-10-18,2,45.5,9,88,351,22.75,4.5,4,1,2,412,Khác
1491,2015-12-30,2014-08-04,5,108.4,22,1,513,21.68,4.4,5,4,4,544,VIP
1492,2015-01-29,2014-05-02,5,98.0,23,336,272,19.6,4.6,1,4,4,144,Nguy cơ
1493,2015-10-01,2014-01-28,6,113.7,29,91,611,18.95,4.833333333333333,4,5,4,454,VIP
1494,2015-09-29,2014-02-13,6,175.73999999999998,35,93,593,29.289999999999996,5.833333333333333,4,5,5,455,VIP
1495,2015-01-09,2014-01-08,3,62.5,15,356,366,20.833333333333332,5.0,1,2,3,123,Khác
1496,2014-04-26,2014-04-26,1,16.8,3,614,0,16.8,3.0,1,1,1,111,Vãng lai
1497,2015-10-10,2014-05-26,4,123.41999999999999,19,82,502,30.854999999999997,4.75,4,3,4,434,Trung thành
1498,2015-10-28,2014-08-23,4,56.1,14,64,431,14.025,3.5,4,3,2,432,Trung thành
1499,2015-11-09,2014-02-22,5,48.5,20,52,625,9.7,4.0,4,4,2,442,Trung thành
1500,2015-03-21,2014-04-01,6,127.52000000000001,31,285,354,21.253333333333334,5.166666666666667,2,5,5,255,Nguy cơ
1501,2015-08-17,2014-05-24,4,122.6,21,136,450,30.65,5.25,3,3,4,334,Trung thành
1502,2015-10-31,2015-04-16,2,49.300000000000004,18,61,198,24.650000000000002,9.0,4,1,2,412,Khác
1503,2015-08-17,2015-05-12,3,94.5,19,136,97,31.5,6.333333333333333,3,2,4,324,Khác
1504,2015-11-30,2014-01-12,5,151.7,21,31,687,30.339999999999996,4.2,5,4,5,545,VIP
1505,2015-10-27,2015-07-27,2,100.55999999999999,15,65,92,50.279999999999994,7.5,4,1,4,414,Khác
1506,2014-12-25,2014-10-23,2,76.0,11,371,63,38.0,5.5,1,1,3,113,Khác
1507,2015-06-22,2014-04-04,5,130.6,32,192,444,26.119999999999997,6.4,2,4,5,245,Nguy cơ
1508,2015-11-15,2014-04-25,4,35.9,18,46,569,8.975,4.5,5,3,1,531,Trung thành
1509,2015-12-30,2014-04-09,6,146.2,34,1,630,24.366666666666664,5.666666666666667,5,5,5,555,VIP
1510,2015-10-25,2014-04-17,7,174.51,37,67,556,24.93,5.285714285714286,4,5,5,455,VIP
1511,2015-03-22,2014-08-28,2,40.42,8,284,206,20.21,4.0,2,1,2,212,Khác
1512,2015-09-20,2014-04-29,4,59.209999999999994,23,102,509,14.802499999999998,5.75,4,3,2,432,Trung thành
1513,2015-11-12,2014-05-29,3,115.8,23,49,532,38.6,7.666666666666667,4,2,4,424,Khác
1514,2015-08-24,2014-02-26,5,63.54,24,129,544,12.708,4.8,3,4,3,343,Trung thành
1515,2015-11-28,2014-03-09,6,93.1,25,33,629,15.516666666666666,4.166666666666667,5,5,4,554,VIP
1516,2015-01-28,2014-02-20,2,70.72,9,337,342,35.36,4.5,1,1,3,113,Khác
1517,2015-08-01,2014-09-03,4,55.5,15,152,332,13.875,3.75,3,3,2,332,Trung thành
1518,2015-12-11,2015-06-21,3,66.45,13,20,173,22.150000000000002,4.333333333333333,5,2,3,523,Mới
